관리번호,시군구명,시군구코드,우편번호,주소,연락처,위도,경도,위치,교차로수,대표이미지,기준일자,기타,CCTV수
3650000_CCTV_00212,중구,3650000,34937,대전광역시 중구 충무로 95(대사동 77-44/보문5가),042-606-6885,36.31805944,127.4275185,"[1813446.3556,993631.5765],[1813323.9735,993357.6739]",2,1,20-09-16,,1
3650000_CCTV_00213,중구,3650000,34935,대전광역시 중구 충무로 117(대사동 63-17/충무로 4가),042-606-6885,36.31885297,127.4297647,"[1813542.1868,993834.4521],[1813416.7437,993561.9378]",2,1,20-09-16,,1
3650000_CCTV_00214,중구,3650000,34964,대전광역시 중구 계룡로 942(대사동 248-229/대사동4가)충대병원4가,042-606-6885,36.31866168,127.4160991,"[1813443.7527,992502.8373],[1813544.7161,992502.8373],[1813407.5768,992458.2613],[1813286.7194,992624.8377]",4,1,20-09-16,,1
3650000_CCTV_00215,중구,3650000,35055,대전광역시 중구 보문산로 82(산성동 298-2/산성3가),042-606-6885,36.30535324,127.38931,"[1812017.1995,990206.4309],[1812084.9180,990193.8552],[1811975.5758,989914.7733]",3,1,20-09-16,,1
3650000_CCTV_00216,중구,3650000,34900,대전광역시 중구 계백로 1615번길 25(유천동 205-1/원평초교) - 어린이(초),042-606-6885,36.32003336,127.3989363,"[1813799.6004,990896.5350],[1813510.7142,990976.9574]",2,"1,2",20-09-16,,1
3650000_CCTV_00217,중구,3650000,34892,대전광역시 중구 동서대로 1218(태평동 381-16/ 태평5가),042-606-6885,36.32551954,127.3952721,"[1814319.5036,990424.8785],[1814406.9590,990618.1440],[1814315.0959,990707.1826],[1814123.6597,990519.7584],[1814122.3322,990606.3147]",5,1,20-09-16,,1
3650000_CCTV_00218,중구,3650000,35015,대전광역시 중구 문화로 266(대사동 642/충대부속병원),042-606-6885,36.31631936,127.4138005,"[1813410.4363,992463.4155],[1813344.1370,992172.6091]",2,1,20-09-16,,1
3650000_CCTV_00219,중구,3650000,35032,대전광역시 중구 문창로 25-1(부사동 93-2/문창시장 통),042-606-6885,36.31583139,127.4352705,"[1813319.7834,994135.0526],[1813047.9284,994261.9182]",2,1,20-09-16,,1
3650000_CCTV_00220,중구,3650000,34939,대전광역시 중구 중앙로 100(대흥동507/보건지소 앞),042-606-6885,36.32557439,127.4212947,"[1814306.6480,992994.1985],[1814014.4957,993062.3674],[1814220.4191,993165.8268],[1814100.7245,992890.7391]",4,1,20-09-16,,1
3650000_CCTV_00221,중구,3650000,34811,대전광역시 중구 목중로 53(목동52-106/세종약국 앞),042-606-6885,36.33795945,127.408749,"[1815732.3123,991715.2980],[1815778.0694,991808.8746],[1815519.7455,991926.8463]",3,1,20-09-16,,1
3650000_CCTV_00222,중구,3650000,34924,대전광역시 중구 대종로 476(은행동 157-2/국민은행 앞) - 어린이(유),042-606-6885,36.32714109,127.4271118,"[1814551.2287,993368.3953],[1814278.0614,993492.4099]",2,1,20-09-16,,1
3650000_CCTV_00223,중구,3650000,34833,대전광역시 중구 보문로 346번길 19(선화동260-1/세무서삼거리),042-606-6885,36.33241183,127.4201249,"[1815015.6623,992557.2219],[1815107.7635,992773.6692],[1814839.7205,992764.4629]",3,1,20-09-16,,1
3650000_CCTV_00224,중구,3650000,34980,대전광역시 중구 대둔산로 460(산성동144-9/도마교4거리),042-606-6885,36.31018263,127.3885095,"[1812674.5302,990005.1782],[1812549.4826,989812.4592],[1812542.8011,990110.8681],[1812387.6008,989917.5912]",4,1,20-09-16,,1
3650000_CCTV_00225,중구,3650000,35008,대전광역시 중구 당디로6번길 90(문화동 773/문화2동주민센터),042-606-6885,36.30774779,127.3992397,"[1812376.1953,991062.1461],[1812197.9175,990820.8841]",2,1,20-09-16,,1
3650000_CCTV_00226,중구,3650000,34956,대전광역시 중구 계백로 1712(문화동1-31/서대전시민공원),042-606-6885,36.32114983,127.40974,"[1813861.1498,992063.8492],[1813760.3154,991781.3028],[1813667.0193,991965.5468]",3,1,20-09-16,,1
3650000_CCTV_00227,중구,3650000,34944,대전광역시 중구 계룡로 911(문화동 1-143/서대전우체국),042-606-6885,36.32118036,127.4144831,"[1813831.9476,992222.7052],[1813818.3298,992447.4693],[1813619.6596,992434.6781]",3,1,20-09-16,,1
3650000_CCTV_00228,중구,3650000,34887,대전광역시 중구 태평로 30(유천동 324-22/버드내2단지) - 어린이(초),042-606-6885,36.31947796,127.3926754,"[1813729.2352,990390.8050],[1813442.7159,990301.8852]",2,"1,2,3",20-09-16,,1
3650000_CCTV_00229,중구,3650000,34891,대전광역시 중구 태평로 10(유천동 327-15/버드내초교) - 어린이(초),042-606-6885,36.31784213,127.3920064,"[1813302.1587,990258.2135],[1813545.9336,990337.6309]",2,"1,2,3",20-09-16,,1
3650000_CCTV_00230,중구,3650000,34894,대전광역시 중구 수침로 70(태평동 263-12/대전중원장로교회),042-606-6885,36.32587764,127.4003458,"[1814397.1164,991000.2781],[1814125.8278,991085.7451]",2,"1,2",20-09-16,,1
3650000_CCTV_00231,중구,3650000,34882,대전광역시 중구 수침로 103(태평동 339-2/푸른뫼@),042-606-6885,36.32858331,127.3987895,"[1814723.4819,990887.2424],[1814437.5691,990978.0932]",2,"1,2,3",20-09-16,,1
3650000_CCTV_00232,중구,3650000,35023,대전광역시 중구 대종로315번길 42(부사동135-1/)보운초등학교,042-606-6885,36.31402354,127.4327092,"[1813094.3339,993957.1344],[1812965.0699,993686.4117],[1812955.4578,993857.2229]",3,1,20-09-16,,1
3650000_CCTV_00234,중구,3650000,35008,대전광역시 중구 송리로 11(문화동583-1)대문초등학교,042-606-6885,36.30663788,127.400726,"[1812270.4139,991087.3104],[1812303.3946,991178.1905],[1812077.6604,991167.1969]",3,1,20-09-16,,1
3650000_CCTV_00233,중구,3650000,35020,대전광역시 중구 서문로 10(문화동157)한밭도서관,042-606-6885,36.30992435,127.409677,"[1812606.2421,991761.2548],[1812351.1572,991744.3244],[1812456.5714,991602.5415],[1812496.8811,991653.1119],[1812557.2865,991862.4806]",5,1,20-09-16,,1
3650000_CCTV_00235,중구,3650000,34957,대전광역시 중구 계룡로918번길 97(문화동1-258)글꽃초등학교,042-606-6885,36.3190395,127.410353,"[1813607.3414,992149.6713],[1813519.5071,991862.8488],[1813706.9166,991955.7543],[1813426.2281,992061.4602]",4,1,20-09-16,,1
3650000_CCTV_00236,중구,3650000,34907,대전광역시 중구 오류로 46(오류동175-2)오류초등학교,042-606-6885,36.32503838,127.4048626,"[1814063.6270,991404.1322],[1814349.8625,991314.3030],[1814256.0959,991500.8667]",3,1,20-09-16,,1
3650000_CCTV_00237,중구,3650000,34886,대전광역시 중구 유천로 117(태평동385-10)태평초등학교,042-606-6885,36.32309681,127.3955761,"[1813917.0433,990808.9264],[1814013.6505,990624.7657],[1813823.1854,990523.9886],[1813725.8740,990709.5216]",4,1,20-09-16,,1
3650000_CCTV_00238,중구,3650000,34816,대전광역시 중구 목중로19번길 70(목동26-1)목동초등학교,042-606-6885,36.33454449,127.4082704,"[1815283.3798,991735.9299],[1815351.9063,991880.6784]",2,1,20-09-16,,1
3650000_CCTV_00239,중구,3650000,34816,대전광역시 중구 목동로56번길 15(목동363)목동초등학교,042-606-6885,36.33540745,127.4079205,"[1815472.7088,991598.4625],[1815450.3735,991825.7314]",2,"1,2",20-09-16,,1
3650000_CCTV_00240,중구,3650000,34831,대전광역시 중구 대전천서로 521(선화동84)선화초등학교,042-606-6885,36.33323532,127.4230447,"[1815137.2218,993109.9657],[1814920.2849,993110.0860],[1814921.1040,992901.9001]",3,1,20-09-16,,1
3650000_CCTV_00241,중구,3650000,35070,대전광역시 중구 모암로 35(옥계동 61-8) 옥계초등학교,042-606-6885,36.30100731,127.4483941,"[1811563.6675,995308.3528]",1,1,20-09-16,,1
3650000_CCTV_00242,중구,3650000,34803,대전광역시 중구 대종로 684(중촌동 83)중촌초등학교,042-606-6885,36.3410454,127.4108557,"[1815960.5779,991963.5868],[1815753.0430,991963.7139],[1815751.3856,992178.6039]",3,1,20-09-16,,1
3650000_CCTV_00243,중구,3650000,34818,대전광역시 중구 목동로 69(목동 24-47) 목양초등학교,042-606-6885,36.33677786,127.4051227,"[1815413.4702,991459.9918],[1815552.9345,991384.7591],[1815263.8674,991318.6265]",3,1,20-09-16,,1
3650000_CCTV_00244,중구,3650000,34956,대전광역시 중구 계백로1690(문화동 1-17) 홈플러스 문화점,042-606-6885,36.32029288,127.407696,"[1813725.1909,991670.0284],[1813632.1848,991384.8094],[1813537.9621,991579.3445]",3,1,20-09-16,,1
3660000_CCTV_00125,서구,3660000,35276,대전광역시 서구 신갈마로 203번길 77(국민생활관),042-609-2852,36.35179621,127.3680847,,0,,20-08-31,카메라 미확인,0
3660000_CCTV_00126,서구,3660000,35362,대전광역시 서구 봉우로8번길 23(롯데시네마 1),042-609-2852,36.30254481,127.3337176,"[1811661.0048,984967.9334],[1811811.0048,985033.1618],[1811661.0048,985103.5206]",3,1,20-08-31,,4
3660000_CCTV_00127,서구,3660000,35362,대전광역시 서구 봉우로8번길 23(롯데시네마 2),042-609-2852,36.30254481,127.3337176,"[1811898.9532,985105.7193],[1811614.0989,985105.7193],[1811748.9532,985152.6251],[1811748.9532,984978.1941]",4,1,20-08-31,,3
3660000_CCTV_00128,서구,3660000,35329,대전광역시 서구 도마로 7번길 3(김밥천국),042-609-2852,36.32261294,127.3709254,"[1813914.6827,988272.1072],[1813907.3639,988571.9285]",2,1,20-08-31,,3
3660000_CCTV_00129,서구,3660000,35329,대전광역시 서구 도마로 19번길 3(해든마켓),042-609-2852,36.32258725,127.372183,"[1813915.2221,988384.3486],[1813904.8162,988656.8505]",2,1,20-08-31,,3
3660000_CCTV_00130,서구,3660000,35231,대전광역시 서구 갈마역로 9-1(갈마동 쉐보레서비스),042-609-2852,36.35149888,127.3734153,"[1817036.4848,988628.7860],[1817051.2663,988791.0330],[1817269.1554,988716.8258]",3,"1,2,3",20-08-31,,4
3660000_CCTV_00131,서구,3660000,35258,대전광역시 서구 탄방로 65(탄방동 e편한세상아파트 입구),042-609-2852,36.34299756,127.3946309,"[1816174.7854,990316.5825],[1815958.1889,990524.1541]",2,"1,2,3",20-08-31,,3
3650000_CCTV_00202,중구,3650000,34940,대전광역시 중구 중교로 5(대흥동 502-1/성모5거리),042-606-6885,36.32432528,127.4205864,"[1813952.7749,992898.4045],[1814028.9259,992700.4120],[1814223.4494,992769.2907],[1814138.5741,992979.3486]",4,1,20-09-16,,1
3670000_CCTV_00132,유성구,3670000,34086,대전광역시 유성구 지족동 965번지(월드코아 주변),042-611-2565,36.37405718,127.3193475,"[1819778.5991,983731.1307],[1819628.5991,983793.0073]",2,1,20-08-31,,1
3660000_CCTV_00061,서구,3660000,35337,대전광역시 서구 도마로 2(경남아파트),042-270-5365,36.32243449,127.3704703,"[1814059.831,988356.656],[1813914.849,988203.71],[1813759.862,988354.057]",3,1,20-08-31,,4
3660000_CCTV_00062,서구,3660000,35250,대전광역시 서구 둔산로 220(청솔아파트),042-270-5365,36.3510134,127.3984498,"[1817097.996,990872.869],[1817097.742,991023.491],[1817100.282,990723.707]",2,1,20-08-31,,3
3660000_CCTV_00063,서구,3660000,35229,대전광역시 서구 둔산로 25(타임월드),042-270-5365,36.35214478,127.3768992,"[1817335.668,988928.478],[1817053.673,988861.189],[1817241.087,988790.269],[1817120.929,989066.207]",4,"1,2",20-08-31,,4
3660000_CCTV_00064,서구,3660000,35240,대전광역시 서구 문예로 73(한마루네거리),042-270-5365,36.35328777,127.3898552,"[1817355.425,990014.412],[1817496.395,990152.207],[1817201.882,990150.429],[1817354.155,990296.479]",4,1,20-08-31,,4
3660000_CCTV_00065,서구,3660000,35225,대전광역시 서구 월평로 60(신촌네거리),042-270-5365,36.35596312,127.3636626,"[1817644.778,987941.771],[1817644.778,987641.771],[1817794.778,987791.771],[1817494.778,987791.771]",4,1,20-08-31,,5
3660000_CCTV_00066,서구,3660000,35213,대전광역시 서구 월평북로 77(백합네거리),042-270-5365,36.36245954,127.3768809,"[1818470.701,988933.547],[1818171.616,988932.594],[1818321.349,989057.372],[1818320.079,988779.877]",4,1,20-08-31,,5
3660000_CCTV_00067,서구,3660000,35241,대전광역시 서구 둔산로 144(크로바네거리),042-270-5365,36.35097307,127.3898571,"[1816938.611,990147.826],[1817101.679,990006.602],[1817102.06,990303.528],[1817239.728,990150.62]",4,1,20-08-31,,4
3660000_CCTV_00095,서구,3660000,35248,대전광역시 서구 둔산로 155(문정네거리),042-270-5365,36.35237914,127.3944817,"[1817101.552,990441.831],[1817255.603,990600.327],[1817100.282,990733.232],[1816955.502,990599.057]",4,"1,2",20-08-31,,5
3660000_CCTV_00076,서구,3660000,35241,대전광역시 서구 문예로 33(목련네거리),042-270-5365,36.34966356,127.3898331,"[1816871.936,990148.588],[1817068.913,990147.826]",2,"1,2",20-08-31,,3
3660000_CCTV_00086,서구,3660000,35256,대전광역시 서구 문정로 122(공작한양아파트),042-270-5365,36.34648378,127.3927658,"[1816590.424,990529.015],[1816590.424,990229.015]",2,"1,2",20-08-31,,3
3660000_CCTV_00096,서구,3660000,35263,대전광역시 서구 문정로 90(세이탄방점),042-270-5365,36.34644671,127.389185,"[1816596.52,990210.499],[1816596.52,989910.499],[1816746.52,990060.499]",3,1,20-08-31,,4
3660000_CCTV_00085,서구,3660000,35260,대전광역시 서구 둔산중로 8(로데오 타운),042-270-5365,36.34729019,127.3873534,"[1816451.346,989899.717],[1816601.346,990049.717],[1816601.346,989749.717]",3,1,20-08-31,,4
3660000_CCTV_00078,서구,3660000,35259,"대전광역시 서구 둔산중로 19(샤크존, 까치네거리)",042-270-5365,36.34821766,127.3861735,"[1816842.9,989979.359],[1816692.9,989829.359],[1816842.9,989679.359],[1816992.9,989829.359]",4,"1,2",20-08-31,,5
3660000_CCTV_00075,서구,3660000,35240,대전광역시 서구 둔산로 133(현대아이텔),042-270-5365,36.35158737,127.3887744,"[1817102.06,990121.029],[1817102.996,989818.424]",2,"1,2",20-08-31,,3
3660000_CCTV_00084,서구,3660000,35201,대전광역시 서구 대덕대로 415(테크노 월드),042-270-5365,36.36953479,127.3772864,"[1819000.164,989194.087],[1819150.024,989326.167],[1819268.642,989196.627]",3,"1,2",20-08-31,,3
3660000_CCTV_00068,서구,3660000,35214,대전광역시 서구 대덕대로 325(정부청사),042-270-5365,36.36191503,127.3789264,"[1818451.397,989188.182],[1818147.994,989184.88],[1818321.095,989076.422]",3,"1,2",20-08-31,,4
3660000_CCTV_00093,서구,3660000,35214,대전광역시 서구 월평북로 90(일산빌딩삼거리),042-270-5365,36.3618819,127.3784339,"[1818207.049,989065.5],[1818319.317,989167.354],[1818320.841,988947.898]",3,1,20-08-31,,4
3660000_CCTV_00079,서구,3660000,35217,대전광역시 서구 월평중로 55(은뜰삼거리),042-270-5365,36.3600198,127.363443,"[1817912.028,987794.039],[1818177.173,987699.66],[1818054.795,987936.4]",3,1,20-08-31,,4
3660000_CCTV_00080,서구,3660000,35221,대전광역시 서구 한밭대로570번길 26(이마트월평점),042-270-5365,36.35725022,127.3618282,"[1817663.362,987620.748],[1817894.883,987621.256],[1817756.868,987770.655]",3,"1,2",20-08-31,,4
3660000_CCTV_00077,서구,3660000,35225,대전광역시 서구 월평중로 1(대전일보),042-270-5365,36.35475512,127.3637148,"[1817459.146,987936.533],[1817631.104,987791.753],[1817427.396,987647.989]",3,1,20-08-31,,5
3660000_CCTV_00090,서구,3660000,35229,대전광역시 서구 둔산북로 30(이마트둔산점),042-270-5365,36.35559644,127.3778063,"[1817610.403,988856.5],[1817612.181,989154.696],[1817756.834,989008.646],[1817456.225,989009.662]",4,"1,2",20-08-31,,5
3660000_CCTV_00103,서구,3660000,35233,대전광역시 서구 대덕대로 222(삼성전자서비스),042-270-5365,36.35239558,127.3797276,"[1817323.421,989265.557],[1817214.201,989180.467],[1817191.341,989369.697],[1817120.348,989191.643]",4,"1,2",20-08-31,,5
3660000_CCTV_00092,서구,3660000,35230,대전광역시 서구 대덕대로 185번길 30(갤러리아 옥외주차장),042-270-5365,36.35054146,127.3760129,"[1816965.916,988810.135],[1816941.532,988970.917],[1817099.703,988714.667],[1817138.763,988905.639]",4,1,20-08-31,,5
3660000_CCTV_00102,서구,3660000,35271,대전광역시 서구 갈마중로40,042-270-5365,36.34739478,127.3736574,"[1816818.977,988734.697],[1816612.453,988784.52],[1816703.28,988573.343]",3,"1,2",20-08-31,서구 갈마중로47(제일교회) > 갈마중로 40으로 변경,4
3660000_CCTV_00094,서구,3660000,35270,대전광역시 서구 갈마중로 15(서부소방서),042-270-5365,36.34790378,127.3711177,"[1816701.629,988566.485],[1816554.563,988435.675],[1816688.421,988292.61]",3,"1,2",20-08-31,,3
3660000_CCTV_00073,서구,3660000,35279,대전광역시 서구 월드컵대로 480(대전광역시도시철도공사),042-270-5365,36.34828251,127.3526986,"[1816635.678,986878.623],[1816931.715,986844.333]",2,1,20-08-31,,3
3660000_CCTV_00099,서구,3660000,35350,대전광역시 서구 동서대로 682(스타벅스),042-270-5365,36.33181346,127.3386319,"[1814995.918,985631.293],[1815122.41,985474.829],[1814995.41,985347.321],[1814846.9536,985474.1105]",4,1,20-08-31,,5
3660000_CCTV_00098,서구,3660000,35350,대전광역시 서구 도안북로 107(남대전농협),042-270-5365,36.33036683,127.3405757,"[1814760.73,985869.332],[1814761.793,985569.336],[1814911.793,985719.336]",3,1,20-08-31,,4
3660000_CCTV_00083,서구,3660000,35355,대전광역시 서구 원도안로 200(도안초등학교),042-270-5365,36.32158099,127.3446634,"[1813890.815,986007.281],[1813591.934,985999.24],[1813741.706,986140.958]",3,1,20-08-31,,4
3660000_CCTV_00108,서구,3660000,35355,대전광역시 서구 도안동로 177(수목토아파트117동 앞),042-270-5365,36.31980111,127.3442847,"[1813594.023,986002.553],[1813319.006,986121.939]",2,"1,2",20-08-31,수정된 주소,3
3660000_CCTV_00107,서구,3660000,35366,대전광역시 서구 원도안로 43(우미프라자),042-270-5365,36.30802675,127.3476525,"[1812351.641,986492.406],[1812156.706,986397.547],[1812441.694,986313.219]",3,"1,2",20-08-31,사거리이나 세방향만 단속함,5
3660000_CCTV_00100,서구,3660000,35352,대전광역시 서구 원도안로 16(지산프라자),042-270-5365,36.30564742,127.3491657,"[1812055.483,986579.51],[1812150.61,986401.103],[1811870.859,986478.283]",3,"1,2",20-08-31,,5
3660000_CCTV_00101,서구,3660000,35378,대전광역시 서구 구봉로147번길 64(느리울유치원),042-270-5365,36.2992688,127.3386774,"[1811187.73,985522.13],[1811300.811,985273.455],[1811453.52,985460.513],[1811315.941,985708.874]",4,"1,2",20-08-31,,5
3660000_CCTV_00106,서구,3660000,35382,대전광역시 서구 관저동 1539(노브랜드),042-270-5365,36.29671663,127.3389216,"[1811023.42,985391.976],[1811092.098,985537.121],[1811036.312,985724.955]",3,"1,2",20-08-31,,4
3660000_CCTV_00105,서구,3660000,35382,대전광역시 서구 구봉로 133(에스프라자),042-270-5365,36.29672867,127.3377965,"[1811019.802,985563.284],[1811158.455,985407.719],[1811015.484,985244.705]",3,1,20-08-31,세 방향만 단속 하는 것 같음,5
3660000_CCTV_00104,서구,3660000,35383,대전광역시 서구 구봉로 122(순복음예광교회),042-270-5365,36.2960811,127.3364217,"[1811017.262,985451.969],[1811013.562,985151.96]",2,"1,2",20-08-31,,3
3660000_CCTV_00097,서구,3660000,35220,대전광역시 서구 청사로 128(칼릭스빌딩),042-270-5365,36.35945275,127.3778672,"[1818050.585,989158.506],[1818193.333,989007.122],[1818051.601,988858.532],[1817895.391,989005.09]",4,"1,2",20-08-31,,5
3660000_CCTV_00091,서구,3660000,35279,대전광역시 서구 월드컵대로484번안길 10(마이웨딩홀),042-270-5365,36.34570063,127.3545032,"[1816491.978,987046.581],[1816444.353,986961.237],[1816581.449,986854.239]",3,1,20-08-31,,4
3660000_CCTV_00089,서구,3660000,35299,대전광역시 서구 계룡로 598(탄방네거리),042-270-5365,36.34069405,127.3895602,"[1816129.113,990158.6],[1815919.055,990166.474],[1815915.499,989941.176],[1816085.425,989928.264]",4,"1,2",20-08-31,,5
3660000_CCTV_00082,서구,3660000,35297,대전광역시 서구 가장로 106(래미안아파트 117동 옆),042-270-5365,36.33309061,127.3859142,"[1815230.7,989683.197],[1815015.285,989888.396]",2,1,20-08-31,,3
3660000_CCTV_00070,서구,3660000,35314,"대전광역시 서구 갈마로 262(한민시장, 삼천종합상가 앞)",042-270-5365,36.33137997,127.3824215,"[1814984.043,989541.305],[1815194.863,989332.517]",2,1,20-08-31,,3
3660000_CCTV_00074,서구,3660000,35394,대전광역시 서구 정림로 66번길 3(우성아파트 103동 대각위치),042-270-5365,36.30641945,127.365277,"[1812263.096,987822.736],[1811981.445,987920.486]",4,1,20-08-31,"정림로만 황색실선, 정림로 66번길 3은 흰색실선",3
3660000_CCTV_00088,서구,3660000,35397,대전광역시 서구 정림로 55(수밋들공원),042-270-5365,36.30430792,127.363598,"[1812054.331,987904.721],[1811760.807,987966.716],[1811940.552,988079.535]",3,1,20-08-31,,4
3660000_CCTV_00087,서구,3660000,35412,대전광역시 서구 복수동로 52(복수동행정복지센터),042-270-5365,36.29978347,127.3783522,"[1811247.767,989095.027],[1811520.944,989109.251],[1811355.519,989253.406],[1811378.196,988981.235]",4,1,20-08-31,,5
3660000_CCTV_00071,서구,3660000,35335,대전광역시 서구 도산로 61(도마시장),042-270-5365,36.3139478,127.3793557,"[1812883.654,989225.139],[1813110.603,989146.907]",2,1,20-08-31,,3
3660000_CCTV_00081,서구,3660000,35209,대전광역시 서구 한밭대로755(삼성생명),042-270-5365,36.35817271,127.3825038,"[1818024.715,989502.539],[1817933.275,989364.871],[1817847.423,989499.491]",3,1,20-08-31,,4
3660000_CCTV_00072,서구,3660000,35237,대전광역시 서구 둔산중로 78번길 15(검찰청),042-270-5365,36.35490344,127.3882208,"[1817357.203,989852.995],[1817235.791,989922.147],[1817355.171,990049.401]",3,1,20-08-31,,3
3660000_CCTV_00069,서구,3660000,35228,대전광역시 서구 둔산로 15(둔산여고네거리),042-270-5365,36.35308124,127.3758027,"[1817272.055,988571.079],[1817419.347,988721.727],[1817130.239,988664.943],[1817210.929,988859.211]",4,1,20-08-31,,4
3640000_CCTV_00029,동구,3640000,34526,대전광역시 동구 계족로 140번길 183(용운동),042-609-2852,36.32841349,127.4545256,"[1814501.3477,995750.7204],[1814687.0385,995913.7458],[1814502.4733,996028.6881],[1814479.6022,995890.7887]",0,1,20-08-31,,1
3640000_CCTV_00030,동구,3640000,34552,대전광역시 동구 계족로 430 (용전동),042-609-2852,36.35006149,127.4325215,"[1816760.3794,993900.3914],[1817104.1331,993935.9887]",0,1,20-08-31,,1
3640000_CCTV_00031,동구,3640000,34629,대전광역시 동구 대전로 776(원동),042-609-2852,36.32904978,127.4341531,"[1814474.0516,1814474.0516],[1814754.5800,994006.5292]",0,1,20-08-31,,1
3640000_CCTV_00033,동구,3640000,34627,대전광역시 동구 대전로 817(정동),042-609-2852,36.33245849,127.431843,"[1815156.7621,993834.0270],[1814873.6579,993935.0978]",0,1,20-08-31,,1
3640000_CCTV_00034,동구,3640000,34568,대전광역시 동구 대전로942(삼성동),042-609-2852,36.34165249,127.4250263,"[1816119.4083,993168.4721],[1815911.6268,993396.0423]",0,"1,2",20-08-31,,1
3640000_CCTV_00035,동구,3640000,34630,대전광역시 동구 대전천동로 518-3(원동),042-609-2852,36.32754061,127.4319365,"[1814589.3882,993799.3082],[1814318.2932,993969.0384]",0,1,20-08-31,,1
3640000_CCTV_00036,동구,3640000,34628,대전광역시 동구 대전천동로 540-1(중동),042-609-2852,36.32907143,127.4306615,"[1814735.4574,993698.5558],[1814520.2192,993836.0013]",0,1,20-08-31,,1
3640000_CCTV_00037,동구,3640000,34625,대전광역시 동구 대전천동로 586-1(중동),042-609-2852,36.33221019,127.4272345,"[1815082.6402,993372.3601],[1814873.5865,993575.4136]",0,1,20-08-31,,1
3640000_CCTV_00038,동구,3640000,34627,대전광역시 동구 대전천동로566-1(중동),042-609-2852,36.3310233,127.4288714,"[1814944.7822,993493.2349],[1814763.5397,993687.2496]",0,1,20-08-31,,1
3640000_CCTV_00039,동구,3640000,34629,대전광역시 동구 대전로750,042-609-2852,36.32698019,127.4353017,"[1814532.5688,994120.7184],[1814258.6543,994242.6394],[1814451.2394,994320.7121],[1814330.5937,994045.9510]",0,1,20-08-31,,1
3640000_CCTV_00040,동구,3640000,34631,대전광역시 동구 대흥로 204,042-609-2852,36.32605555,127.4342816,"[1814255.8902,993935.6418],[1814381.2498,994214.9624]",0,1,20-08-31,,1
3640000_CCTV_00041,동구,3640000,34610,대전광역시 동구 동대전로 79(대동),042-609-2852,36.32991293,127.4429336,"[1814807.8957,994770.0900],[1814615.1469,994996.6156],[1814827.6649,994946.3019],[1814626.9535,994743.2246],1814556.3793,994930.9967]",0,1,20-08-31,,1
3640000_CCTV_00042,동구,3640000,34536,대전광역시 동구 동대전로284번길 120(가양동),042-609-2852,36.34940336,127.4510154,"[1816840.0849,995523.9381],[1816803.9137,995769.0482],[1816962.5687,995681.2743],[1816691.9476,995552.0610]",0,1,20-08-31,,1
3640000_CCTV_00043,동구,3640000,34637,대전광역시 동구 동대전로46번길 76(신흥동),042-609-2852,36.32608135,127.4404999,"[1814419.5086,994658.2956],[1814106.7181,994690.8525]",0,1,20-08-31,,1
3640000_CCTV_00044,동구,3640000,34672,대전광역시 동구 동부로 17(판암동),042-609-2852,36.31860871,127.4563917,"[1813614.7294,996151.6515],[1813320.8355,996085.6433]",0,1,20-08-31,,1
3640000_CCTV_00045,동구,3640000,34551,대전광역시 동구 동서대로 1689(용전동),042-609-2852,36.35031513,127.4366936,"[1817214.1436,994298.5747],[1816925.4884,994420.6376]",0,1,20-08-31,,1
3640000_CCTV_00046,동구,3640000,34551,대전광역시 동구 동서대로 1695번길 63(용전동),042-609-2852,36.35225999,127.4362992,"[1817235.7018,994151.3658],[1817224.0972,994408.0646],[1817334.4179,994396.7169],[1817088.7608,994343.9110]",0,1,20-08-31,,1
3640000_CCTV_00047,동구,3640000,34551,대전광역시 동구 동서대로 1705번길 5(용전동),042-609-2852,36.35014377,127.4386399,"[1816883.5784,994365.6307],[1817011.4039,994653.7619]",0,1,20-08-31,,1
3640000_CCTV_00048,동구,3640000,34551,대전광역시 동구 동서대로1695번길24-14(용전동),042-609-2852,36.35074753,127.4381184,,0,1,20-08-31,카메라없음,0
3640000_CCTV_00049,동구,3640000,34623,대전광역시 동구 선화로 209 (삼성동),042-609-2852,36.33462373,127.4286056,"[1815349.1436,993476.8182],[1815324.4579,993705.3180],[1815152.9812,993459.6920],[1815104.5227,993666.1056]",0,1,20-08-31,,1
3640000_CCTV_00050,동구,3640000,34677,대전광역시 동구 옥천로186(판암동),042-609-2852,36.31746082,127.4609801,"[1813276.3051,996305.9401],[1813404.6543,996575.4464],[1813439.0341,996379.7025],[1813230.0132,996502.2046]",0,1,20-08-31,,1
3640000_CCTV_00051,동구,3640000,34662,대전광역시 동구 용운로 174(용운동),042-609-2852,36.32767218,127.4615355,"[1814333.9690,996554.2495],[1814618.2752,996610.5393],[1814518.5589,996414.7584],[1814440.8095,996703.9832]",0,1,20-08-31,,1
3640000_CCTV_00052,동구,3640000,34692,대전광역시 동구 은어송로 55(가오동),042-609-2852,36.30618618,127.4553593,"[1811972.9940,995878.4479],[1812168.0656,996106.6834],[1811977.4177,996070.1604],[1812183.4719,995890.5645]",0,1,20-08-31,,1
3640000_CCTV_00053,동구,3640000,34680,대전광역시 동구 은어송로 73(가오동),042-609-2852,36.30724722,127.4568583,"[1812279.0571,996237.1961],[1812084.5211,996013.6573],[1812293.6084,996025.4975],[1812054.9275,996225.6666]",0,1,20-08-31,,1
